RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,95571,95567,96056,96646,97473,98194,98961,99759,100634,101415,102205,102425,102782,103074,103343,103431,103272,103141,103012,103175,103282,103652,103578,103935,103860,104237,104620,105711,106675,107612,108711,109686,110715,111346,112633,114477,117202,121105,123999,126720,129206,132224,134284,134781,134996,135912,137438,139268,139809,138303,136043,133662,131529,130119,129656,131049,132297,133062,132894,132617,132636,133642,135051,136563,137710,138259,138606,138086,137941,137839,138809,139530,140446,140089,140474,140701,142503,143667,145138,146521,147955,149351,149976,150522,151398,153147,155063,157303,158512,160366,161682,163566,165185,167527,170614,174358,177438,180534,183058,186096,189609,193702,198541,204051,210548,216670,222276,227476,233741,241032,248375,254879,260156,266735,273496,279430,283565,288321,291941,294555,294100,293573,294611,296801,299583,297609,294180,289666,286435,282419,278605,276207,276766,275695,273252,268662,264672,261593,258717,257439,256022,253987,252305,249508,245172,240457,235189,229798,223884,219461,216950,213170,208284,203183,198241,194951,192292,190151,187787,187372,187873,187614,185014,182671,181369,181046,180198,177378,174650,172678,172714,171460,169041,166627,164805,162897,160826,158645,157121,156573,155617,154352,151372,148962,147214,145950,145172,144588,144166,143601,142810,142239,142123,142195,142825,143589,144153,144871,145503,146176,147115,148466,150250,151217,152162,153134,154594,155792,157280,158691,160517,162620,164289,165263,166389,168477,170423,171661,172760,174389,175851,176521,176654,176464,176566,177339,177801,178243,178672,179842,180677,180973,181322,182562,183943,185747,187146,188338,188772,188926,189027,189247,189448,190060,190617,190879,191001,190884,191272,191765,193018,193956,194763,195482,196796,198180,199096,199952,201166,202684,203639,204249,205108,206445,208714,210098,210956,210758,211766,213201,214935,216030,217405,218702,219443,220185,219981,220796,221146,222523,223654,224945,225948,226933,227948,229234,230704,232014,233627,234929,236763,238340,239636
395161,188,"Topeka, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45999,46069,46326,46736,47157,47458,47860,48419,49138,49577,50221,50822,51309,51717,52005,52640,53409,54455,55543,56301,56740,57458,57963,58554,59189,59943,60456,60496,60466,60268,59783,59306,59135,59374,59293,59060,58938,59321,60079,60756,60808,60738,60490,60755,60579,59859,59304,58922,58741,57883,56616,55333,54633,54359,54124,53431,52906,53252,54087,55032,55258,55206,55443,55774,56135,55598,55284,55249,55422,54855,53684,52353,51902,52110,52553,52396,51883,51667,51420,51102,50533,50005,49566,49554,49393,49452,48801,48791,48452,48460,48155,48043,48592,49608,50476,50334,49722,48913,48563,48019,48036,48102,48534,48432,47543,46361,45484,45678,46035,46180,46079,45941,46070,45905,45886,45965,46056,45785,45452,44663,44163,43827,43876,43919,43654,43354,43010,42991,43448,44090,44549,45013,45196,45289,45268,45435,45276,45050,44853,44734,44383,43763,43572,43538,43865,43851,43685,43548,43924,44770,45133,45190,45032,45468,45647,45542,45238,45548,46284,46951,47325,47354,47228,47037,46973,47048,47190,47535,47986,48407,48342,48181,47877,47970,48382,48926,49429,49579,49820,50003,50142,50080,50230,50491,50920,51114,51230,51334,51460,51680
394813,189,"Macon-Bibb County, GA",Msa,GA,43561,43543,43565,43568,43647,43650,43704,43637,43649,43676,43777,43998,44369,44831,45167,45451,45608,45833,45915,46126,46275,46424,46569,46632,46552,46270,46064,45923,45891,45998,46296,46729,46956,47157,47194,47151,46881,46713,46662,46760,46893,46947,46909,46738,46959,47170,47406,47496,47952,48577,49124,49481,49567,49754,49943,50257,50215,50281,50400,50821,51196,51226,51254,51178,51620,51775,52006,52008,52110,52011,51848,51869,51998,52385,52674,52788,52445,52338,52153,52067,51846,51868,52199,52025,51766,51300,51068,51034,50962,50800,50754,50913,51368,51698,51953,52224,52266,52241,52158,52342,52755,53280,53693,53799,53609,53246,52622,52428,52497,52879,53118,53105,53245,53239,53286,53390,53657,54045,54505,54942,55084,55021,54870,54968,54625,54249,53706,53640,53711,53818,53975,53758,53769,53512,53724,53465,53389,53131,53502,53413,53255,52838,52667,52624,52400,52371,51721,51901,52370,53283,53112,52683,51491,50686,49342,48443,47908,47868,48019,47149,45816,44516,43692,43254,43533,43737,44058,43803,43209,42361,41672,41575,41584,41344,41199,40902,40385,39842,39458,39317,39303,39088,38838,38296,37975,37682,37448,37261,37183,37102,36925,36711,36471,36462,36361,36426,36285,36304,36143,36051,35855,35771,35804,35837,35810,35665,35666,35661,35709,35668,35827,35936,36147,36046,35978,35917,36225,36471,36513,36446,36536,36658,36620,36580,36621,36894,37048,37499,37695,37917,37874,37883,37683,37443,37095,36663,36245,36175,36214,35721,34641,33845,33878,34259,34751,35167,35793,36443,36778,36681,36410,36386,37197,37821,38036,37739,37392,37209,37407,37624,38056,38196,38771,39642,40438,40970,41322,41799,42334,42699,42551,42461,42186,42476,42843,43321,43541,43533,43561,43793,44115,44551,44976,45426,45979,46340,46437,46244,46124,46365,46738,46973,47085
394454,190,"Champaign-Urbana, IL",Msa,IL,,,,,,,,,,,61930,62125,62111,62069,62121,62074,62172,61867,61682,61692,62305,63197,64347,65157,66051,66898,67419,68276,68945,70463,71809,72885,72872,72454,71560,71026,70550,70509,71029,71355,71745,71740,71832,71899,72162,72487,73139,73665,74114,74358,74540,74763,75028,75450,75841,76281,77009,77649,78054,78215,78591,78818,78755,78989,79321,79417,79449,79513,79647,79727,80034,80849,81237,81413,81675,82041,82592,82613,82332,82209,82260,82438,82522,82130,81843,81549,81422,80850,80192,80346,81239,82015,82445,82651,82774,82589,82657,83030,83711,84539,85045,85624,85835,86092,85985,86161,86271,87080,87655,88585,89142,89810,90328,90532,90281,89856,89873,90362,91424,92000,92445,92285,92187,92013,92305,92410,93192,94442,95718,96186,95801,95905,96032,96253,96405,96785,97068,97435,97456,97052,96701,96532,96697,96392,96310,96354,96278,95772,95029,94491,94133,93892,93448,92957,92422,92011,91603,91104,90705,90329,90236,90074,89724,89367,88888,88603,88467,88586,88545,88360,88008,88030,87776,87222,86638,86108,86251,86147,86131,85569,84988,84529,84230,83969,83696,83953,84164,84564,84264,84037,83453,83286,83316,83530,83780,83424,83266,82688,82514,81702,81066,80782,80772,80914,80945,80841,80845,81144,81353,81448,81172,81575,81953,82168,82350,82625,82704,82509,81924,81777,81941,82936,83841,84331,84578,84679,84771,84213,84291,84830,86080,86961,87521,87172,86831,86417,86629,86720,87093,87464,87334,86971,86328,85618,84947,84514,84465,84815,84922,85147,84907,85310,85956,86379,86180,85884,85634,85599,85544,85203,85075,84861,85013,84565,83649,82904,82982,83699,84540,84979,85426,86189,86524,86691,86313,86340,86821,87509,87895,87131,86401,85838,85693,85116,84789,84621,84787,84823,84723,84455,84165,84458,84691
395171,191,"Tuscaloosa, AL",Msa,AL,,,,,,,,,,,,,,,,,,,,105118,105106,104919,105449,106326,107188,107334,107040,106825,106873,107409,107421,107613,107284,108440,108063,107234,105184,104562,104647,105033,104591,103742,103937,103799,104394,103356,103177,102767,104286,105067,105531,104726,104354,103244,102063,101536,101472,101142,100796,100914,100812,100433,99808,100249,101228,103019,103268,101960,100765,100328,100138,98662,96588,94939,94630,95031,95590,95150,94566,94381,93389,93407,93245,94436,95219,96339,95881,93985,91421,89729,90372,91076,92338,92090,92225,91500,91716,92075,93190,94690,95669,96781,96472,96260,96052,96595,97327,98532,99600,99868,99947,100022,100958,101389,102244,103167,103939,104111,103937,104518,104616,104785,104272,104540,105148,106369,106651,107059,107098,107789,108493,108671,109199,109883,111111,111954,112312,112633,113570,114146,114806,115007,115522,115894,116225,116546,116926,117495,117811,117930,117592,118078,118484,118983,118842,118877,118878,118441,117872,117006,116699,116394,116672,116321,115884,115309,114613,113850,113048,112652,112415,111776,111109,110236,109527,108719,108505,108869,109468,109318,108520,108093,107858,107375,106915,106757,106536,106415,105623,105015,104214,104488,105552,106623,107140,108539,109207,109476,109532,109733,110702,110406,110541,110938,111045,110795,110819,110773,110908,111015,111295,111694,111685,112464,113472,112708,112347,112422,113069,113238,113611,114486,115430,115826,116359,116983,116886,117391,117273,116464,115309,114736,114813,114981,114370,114412,114475,114214,114250,114777,115882,116751,117220,117102,116286,115071,114269,112968,111406,110364,109623,108667,107357,106771,106362,106302,106292,106478,106845,107496,108343,108789,109125,109639,109870,109918,109889,110220,110399,110627,110974,111191,111392,111730,112132,112502,112812,113355,114159,114221,114457,114460,114711,114727,114682,114610,114444,114210,114164,113837,113267,112957,112533
394483,192,"College Station, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74748,74172,74007,73530,73355,73206,72955,72443,71763,71456,71235,71403,71274,71741,71744,71681,71379,70767,70547,70236,70282,70164,70282,70609,71119,71415,71651,72053,72190,73114,73734,75175,76238,76790,77059,76218,75933,75173,75036,75000,75374,75248,75014,74770,75265,75834,75877,75613,75247,74941,75099,74786,74724,74417,74605,74804,74563,74424,74438,75153,74966,75143,74896,75477,75417,75632,75808,75663,75350,74729,74540,74246,74994,75204,75356,74827,75204,75592,75702,75404,75290,75234,74926,74772,74414,74633,74466,74530,74044,73565,73276,73582,74217,74925,75368,75475,75479,75412,75423,75413,75237,75546,75749,76218,76128,76141,76219,76437,76466,76379,76851,77670,78647,79256,79651,79870,80116,80560,81065,81701,82208,82910,83359,83610,83778,83810,84294,84463,84858,84905,85212,85500,86087,86631,87324,87856,88559,89171,89596,90283,91013,91976,92765,93486,94346,94679,94992,95403,96003,96785,97596,98465,99175,99723,100033,100407,100608,101463,102039,102643,103029,103682,104250,104532,104798,105452,106589,107147,107268,106931,107057,106960,106969,106787,106806,106795,106869,106696,106315,106343,106745,107278,107604,108070,108526
395103,193,"Sioux Falls, SD",Msa,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70075,69527,69329,69216,69677,70109,70264,70234,70253,70477,70739,71217,71607,72377,72996,73340,72965,72659,72717,73161,73868,74448,75111,75247,75309,75462,75906,76345,76775,77161,77659,78078,77831,77297,76509,76479,76747,77096,77193,76920,76624,76573,76512,76281,76432,76875,77598,77448,77403,77239,77348,77520,77772,77640,77674,77868,78252,78401,78337,78653,78817,78961,79216,79594,79997,80438,80635,80651,80506,80461,80619,80773,80882,81039,81102,81400,81254,80948,80178,79896,79396,79126,78465,78016,77631,77145,76351,75372,75000,74924,75385,75599,75652,75134,74468,74028,73534,73430,73498,73699,73815,73606,73535,72932,72827,72756,73084,72590,72424,72476,72516,71995,71256,71124,70926,70897,70908,71600,72389,73579,74049,73419,72489,72251,72801,73102,73336,73611,73699,73567,73300,72982,73018,73476,74623,75415,75628,75707,75505,75389,75437,75315,75701,76204,76973,77896,78185,78576,78510,78708,79194,80027,80576,81253,81177,81178,80975,81213,81501,81541,81918,82376,83281,84071,84604,84593,84586,84855,85487,86052,87018,88427,89897,91010,91167,91350,91617,92606,93889,94299,93833,92681,91885,91503,91081,90779,91097,91552,92765,94362,96285,98718,99864,100405,100177,100720,101367,101598,101741,102418,102912,102453,101457,100521,100992,102301,103954,104745,105466,106569,107673,108409,109011
394455,194,"Charleston, WV",Msa,WV,41563,41506,41569,41603,41679,41655,41650,41655,41686,41726,41761,41915,42083,42325,42394,42527,42610,42948,43208,43483,43530,43563,43638,43851,44081,44296,44459,44703,44915,44999,45098,45326,45764,46211,46723,46715,46649,46389,46488,46307,46345,46232,46376,46066,46228,46394,46206,45900,45642,45882,45833,45852,45501,45498,45370,45571,44910,44274,44021,44462,44636,44337,43897,43555,43736,43792,43619,43315,43639,43947,44011,43387,43116,42914,43206,43423,43272,42955,43054,43366,43586,43661,43731,44033,44069,44547,44602,44946,45142,45568,45727,45721,45321,45220,45442,45917,46234,45934,45907,45840,46184,46177,46074,45918,46360,46623,46531,46256,46509,47242,47724,47874,47738,47971,48189,48570,48517,48668,49134,49508,49736,49457,49574,49425,49428,49229,49426,49832,50303,50713,50744,50855,50735,50993,51108,51773,52506,53224,53928,54111,54497,54555,54834,55171,55561,56021,56315,56609,56600,56281,55609,55295,55125,54890,54512,54006,53623,53218,52761,52290,52328,53165,53895,53833,53251,52970,53028,53234,53899,54333,54866,54878,54425,53486,52935,53722,54420,55006,54863,55052,54385,54087,53904,54497,54882,55433,55944,55875,56283,56928,58282,58679,59309,59511,59610,59400,59518,59489,59038,58590,58118,57707,57485,57857,58136,58241,58290,58499,58891,59176,59562,59611,59684,59570,59132,58723,58759,59064,59680,59935,60060,60011,59818,59796,59399,59112,58748,58667,58622,58705,58478,58408,58306,58823,59516,60568,61897,62969,63982,64485,64891,65189,65579,65951,66433,66505,66917,67017,67050,67058,67010,67571,68018,68396,68186,67576,67048,66614,66259,65549,64980,64797,65167,64768,63938,63457,63786,64478,64617,64831,64962,64956,65236,64963,65202,65040,65402,65502,65294,65178,64761,64518,64070,64086,63802,63736,63043,62892,62577,62304,61983,61491,61440
394334,195,"Appleton, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85397,85353,85188,85023,84996,85199,85251,85244,85221,85198,85325,85388,85480,85448,85658,85848,86129,86183,86600,87008,87377,87703,87911,88122,88457,88987,89456,89979,89947,90450,90676,91056,91185,91510,91873,92542,93369,93933,94576,94829,95517,94494,93630,92765,92954,92857,92327,91362,89315,87643,85732,84586,83202,82549,81764,81342,80545,80132,79742,79582,79688,79530,79559,79550,80462,82399,84471,85507,85898,85839,86024,86084,86995,87935,88900,89484,89123,87417,85459,84357,84463,84697,85045,84846,84184,83338,82587,81809,81537,81631,82131,82417,82184,81983,81438,81268,80953,81013,81139,81157,80106,79032,77906,77346,76493,75890,75056,74663,73841,73131,71622,70340,69551,69034,68407,66928,65573,64050,63385,62518,61896,60843,60337,59919,59861,59590,59275,59705,60319,60729,60388,60067,60335,60786,61779,63177,64310,65035,65074,64795,64473,64684,65514,66342,66852,67461,67391,66251,64826,63713,64028,64333,64672,64270,63517,62896,62143,61549,61239,61892,63193,64574,65147,65535,66251,67558,68989,69679,70621,71431,72066,71946,71484,71450,71570,71778,71094,70376,69520,69673,69752,69596,69376,69443,69815,69918,69824,69635,70011,70533,71624,72531,73222,73934,74684,75743,75977,76015,76402,77859,79404,80762,81419,81850,82208,82900,83489,83610,84029,85005,86479,86931,87176,86783,87197,87777,88355,88536,88553,89219,90092,90759,90963,91513,92173,93530,94615,95818,97254
394464,196,"Chico, CA",Msa,CA,,,,,,,,,,,,,,,48089,47850,48166,48018,48157,47921,48003,47964,48244,48798,49614,50420,51153,52017,52256,53252,53888,55044,55904,56919,57450,57358,57230,57619,58295,58774,58901,58709,58807,59209,59295,59575,59811,60705,60960,60450,59873,59981,60936,61767,62065,62123,62760,63272,64158,64450,65099,65863,66374,66811,67166,67791,68378,68963,69278,69976,70324,71296,72167,73363,74333,74678,74704,74825,75732,76848,77997,78481,78915,78749,79142,79525,80547,81835,83168,84934,86221,87511,88303,89675,91284,93735,96099,98661,100566,102497,104888,107002,109131,110375,111860,113921,116472,118886,120197,121174,122649,124930,126966,128797,130781,133536,137201,139270,140857,141188,142630,144462,146920,148186,149012,148820,148424,147469,145818,144670,143919,145116,146380,146662,145443,144610,144290,144893,145170,145923,146044,146759,146380,144377,141842,140428,140436,140015,139097,138243,137665,136825,135677,133748,132039,130550,129300,127578,124954,122329,120014,117795,115738,114246,113948,113896,113541,113077,112269,111098,110200,110372,110845,110796,110299,109190,107916,106661,105814,104836,104020,103801,103482,102581,100534,99562,98648,97638,95653,94095,93495,93401,93018,92091,91785,91093,91889,91277,91964,92531,94371,95367,95572,96094,97192,99095,100308,101753,102448,104208,104906,106613,107999,110041,111617,112086,112247,112426,113058,114284,115072,115642,116285,116291,115744,115033,115127,115993,117059,117645,118462,118767,119406,119672,120280,121052,122687,123854,124609,125043,125646,126558,127021,127573,128505,129635,130632,131817,132756,134208,136046,138082,139389,139853,139628,139964,140151,142002,142539,142844,142155,143073,144341,145853,147183,148320,150540,152875,155596,156113,157862,159666,162381,162702,162258,162367,164867,168682,171248,171931,171764,172759,173469,174205,174571,175707,177011,177498,176130,173825,171894,171071,170479
394459,197,"Charlottesville, VA",Msa,VA,101736,101854,102040,102108,102344,102529,102751,102467,102298,101930,101635,101262,101317,101678,101862,102020,102347,103100,103700,104113,104329,104814,105381,105455,105202,104187,103075,102201,100608,98531,96643,96392,96144,95801,95121,95219,94720,94524,94609,95233,96021,96697,97141,97049,97053,97217,97289,97576,98323,99269,100153,100006,100458,101101,102630,103274,103840,104058,104872,104785,104553,104116,104226,104945,105561,105985,105576,105631,105839,106284,106585,107220,108148,108836,109490,110105,110160,110237,110457,110858,111015,111456,112226,113078,113506,114215,114901,115659,116546,117270,118140,119136,120742,122103,122979,123539,124735,126527,128698,130734,133051,135853,138569,141362,143471,145817,147908,150927,153755,155884,156730,157651,159286,161733,164582,166468,168078,169068,170785,172111,172929,173896,174917,176100,176175,175358,174341,174331,175255,176281,176807,176878,177133,177319,177704,178045,177905,177904,177502,177539,176848,176496,175710,174954,174052,172866,171991,170631,170329,168993,167882,165931,164995,163752,162899,162075,161564,160815,159928,159064,157936,157244,156502,156078,155062,154268,153510,152821,152044,151691,151543,151656,151402,151363,151086,150299,149075,148169,147738,147357,146794,146107,145213,144165,143233,142670,142400,142560,143237,143390,142901,142410,141949,141794,141429,141356,141707,141843,141898,141600,141218,140864,140915,140653,140703,140391,140863,141093,141036,140641,140343,140466,140711,141070,141307,141924,142586,143210,143283,143121,142937,143066,143232,143235,142958,142867,142637,142327,141568,141438,141302,141789,142245,142779,143149,143320,143570,143783,144311,144867,145165,144923,144733,144657,144663,144551,144621,145114,145695,146101,146264,146457,147251,148128,149312,149941,150601,151256,151909,152697,153416,154242,155143,156023,156890,157506,157700,157950,158500,159061,159396,159304,159556,160055,160862,161362,161694,162227,163184,164309,164888,165454,166246,167230,167937,168410,168620,169045,169452,169790,169896,169905,170114
394468,198,"Claremont, NH",Msa,NH,52046,51521,51121,50511,50281,50034,49917,49623,49625,49317,49359,49374,49915,50400,50950,51051,50797,50732,50554,50558,50202,50484,50423,50603,50035,50089,50139,50698,51233,51705,52146,52690,53293,53733,54127,54258,54419,54181,53950,53773,53610,53356,53322,53697,54127,54352,54432,54600,55104,55387,55876,56035,56224,56690,56972,56768,56360,56353,56794,57287,57513,57799,57976,58387,58901,59228,59478,59836,60281,60541,60956,61394,62023,62798,63501,64132,64686,65235,65983,66547,67469,68323,69109,69726,70252,70705,71311,72103,72974,73775,74568,75618,76423,77272,77697,78414,78979,79688,80448,80796,81102,81655,82331,83250,83945,84779,85755,86546,87941,89277,90446,91632,92838,93625,94234,94442,95415,96410,97338,98037,98107,98174,98175,98332,98671,99825,101024,102011,101745,101132,100821,100975,101442,101746,102006,102382,102357,101811,101199,101062,101433,101801,101833,101627,101166,100792,100463,100111,99865,99595,99321,98800,98405,98040,97660,97188,96769,96393,95918,95335,94813,94244,93739,93217,92583,92099,91780,91795,91828,91860,91925,91908,91589,91197,90814,90636,90680,90574,90416,89984,89524,89064,88631,88352,88345,88419,88398,88265,88032,87903,87709,87459,87426,87303,87234,87054,86923,86926,86956,87043,87056,87060,87125,87349,87298,87359,87327,87516,87690,87796,87916,88058,88187,88368,88577,88913,89215,89529,89851,90100,90014,90077,90126,90367,90689,91219,91657,91796,92340,92723,93510,93883,94504,94646,94985,94882,94843,94358,94021,93831,93307,93058,92326,92123,92230,92622,92809,92961,93203,93710,94226,94741,95530,95996,96349,96284,95943,95982,96200,96930,97407,97746,98029,98394,98510,98921,99802,101063,102117,102579,102776,102669,102787,103007,103333,103743,104208,104593,105109,105629,106394,106964,107835,108726,109528,110244,110858,111322,111798,112218,112291,112192,112005
394361,199,"Barnstable Town, MA",Msa,MA,70916,70882,70739,70749,70961,71343,71799,72268,72802,73229,73432,74088,74864,75750,76427,77038,77636,78052,78230,78343,78405,78491,79004,78717,78534,78192,78898,79318,79446,79494,79920,80582,81301,82404,83448,84830,85770,87156,87809,88783,89729,90978,92249,93493,94815,96151,97692,99485,101547,103234,104984,106953,109247,111988,114271,116409,118403,120317,121818,122863,124170,125943,128526,130839,133417,135124,137343,139297,141285,143039,144815,147213,149050,151126,151795,152701,153220,154836,156927,159488,161802,164568,168286,171492,174744,176645,180390,183956,187712,190672,193241,196023,199159,202087,204410,206871,209675,213476,216186,219254,222378,225426,228358,230976,233904,236755,239835,242681,245367,248124,250965,253443,255199,257441,259712,261900,263225,264476,265105,265705,265893,264956,263768,262169,261389,260227,258564,256579,254473,252454,249947,248085,246595,245720,245265,244436,243663,241343,238921,236472,235700,235425,235156,234700,235093,236204,235653,234023,231868,231786,232856,235320,236846,238055,238366,237928,235560,232301,231012,233003,235016,236116,235603,234380,231985,228771,227671,226391,226708,226574,225728,223655,222018,222640,222876,221528,220186,219058,218446,217682,217126,217759,219270,219579,217928,213267,211068,210848,210880,210384,207758,206279,204764,203720,202603,202451,202535,203339,202041,200752,200507,201353,203751,205994,206343,205051,202468,200611,200750,202393,205406,206847,206914,206416,205134,203545,203306,204236,206048,206631,207753,207331,206110,204991,204960,205713,207528,209483,211804,212562,213553,214463,213805,213125,213250,215217,217146,218451,217398,216382,214477,214854,215130,216980,218908,221503,222535,222993,223113,224338,226575,228466,230287,231130,231978,231626,232093,231527,233156,233388,234176,233151,234898,236986,239667,242420,244603,246619,246821,248223,249467,252346,255650,259813,261044,261658,260615,259119,256964,257000,258714,260917,261609,261278,260453,259691,259551,259716,260771,262211,264320,264943,264939
394803,200,"Longview, TX",Msa,TX,53784,53932,53706,53591,53542,53863,54098,53847,53828,53637,53825,53531,53490,53387,53646,53604,53557,53408,53237,53579,53430,53835,53685,54081,54044,53677,53388,53163,52830,51642,50829,50300,50112,49436,48721,48170,47780,47736,47594,48009,48372,49266,49801,50215,50514,50795,51432,52054,52638,53371,53818,54078,54258,54548,54830,54645,54475,54560,54807,55169,55396,55332,55470,55353,55697,55431,55542,55648,56315,56833,57226,57123,56931,56551,56298,56280,56265,56889,57163,57839,57771,57975,57759,57839,58247,58906,59124,59169,58856,59208,59507,59588,59481,59133,59471,59936,60448,60710,61026,61245,61766,61551,61655,61910,62698,63557,63747,63485,62791,62691,63344,64365,64918,64839,64840,64902,65160,64817,64574,64665,65149,65403,65016,64395,64143,64688,65241,65578,65326,65716,66225,66905,67177,67591,68254,69417,70293,70775,70504,70565,71224,72206,73256,73861,74745,75102,75390,74595,74222,73705,73984,73924,73629,72598,71512,70678,70198,69892,69586,69694,69411,69449,69288,69196,68918,68827,68895,68927,68648,68454,68186,68123,68110,68047,67890,67918,68063,68271,68192,68053,67870,67589,67373,67103,67034,66927,66894,66589,66429,66289,66385,66514,66812,67289,67716,67954,68094,68185,68231,68295,68188,68336,68517,68932,68984,68991,69054,69338,69616,70032,70601,71274,71986,72448,72852,72962,73210,73331,73517,73810,74388,74999,75432,75821,76342,76682,76941,77144,77849,78792,79629,80178,80481,80750,81170,81667,82089,82633,83384,84150,84837,85180,85793,86397,86751,86780,86692,86861,87127,87556,88162,89113,89727,90010,89965,89561,89133,89078,89319,89500,89282,89306,88574,88030,87084,87163,86718,86967,87733,89105,90386,91189,92494,93388,94973,95362,95626,95685,96766,98291,99124,99136,98863,98792,98387,97990,97201,96971,96887,96295,95040,92953,90942
